member_id,full_name,date,session,time_in,time_out,signature
1006,Michael Lucas,2025-03-03,Evening,17:00:00,19:00:00,True
1006,Michael Lucas,2025-04-03,Evening,17:00:00,19:00:00,True
1006,Michael Lucas,2025-05-30,Morning,07:00:00,08:00:00,True
1006,Michael Lucas,2025-05-25,Evening,17:00:00,18:00:00,True
1006,Michael Lucas,2025-04-19,Evening,17:00:00,19:00:00,True
1006,Michael Lucas,2025-05-04,Evening,17:00:00,19:00:00,True
1006,Michael Lucas,2025-01-29,Morning,07:00:00,09:00:00,True
1006,Michael Lucas,2025-05-14,Morning,07:00:00,08:00:00,True
1006,Michael Lucas,2025-02-25,Evening,17:00:00,19:00:00,True
1006,Michael Lucas,2025-03-21,Morning,07:00:00,09:00:00,True
1006,Michael Lucas,2025-06-15,Evening,17:00:00,19:00:00,True
1006,Michael Lucas,2025-04-28,Morning,07:00:00,08:00:00,True
1006,Michael Lucas,2025-04-12,Morning,07:00:00,09:00:00,True
1007,Daniel Lee,2025-06-15,Evening,17:00:00,19:00:00,True
1007,Daniel Lee,2025-03-17,Morning,07:00:00,08:00:00,True
1007,Daniel Lee,2025-04-14,Evening,17:00:00,18:00:00,True
1007,Daniel Lee,2025-03-21,Morning,07:00:00,08:00:00,True
1007,Daniel Lee,2025-04-11,Morning,07:00:00,09:00:00,True
1007,Daniel Lee,2025-06-23,Evening,17:00:00,19:00:00,True
1007,Daniel Lee,2025-03-30,Morning,07:00:00,08:00:00,True
1007,Daniel Lee,2025-04-21,Evening,17:00:00,19:00:00,True
1007,Daniel Lee,2025-01-10,Morning,07:00:00,09:00:00,True
1007,Daniel Lee,2025-01-31,Evening,17:00:00,19:00:00,True
1007,Daniel Lee,2025-06-14,Evening,17:00:00,19:00:00,True
1007,Daniel Lee,2025-02-12,Evening,17:00:00,18:00:00,True
1007,Daniel Lee,2025-02-23,Evening,17:00:00,19:00:00,True
1007,Daniel Lee,2025-04-19,Morning,07:00:00,09:00:00,True
1007,Daniel Lee,2025-02-18,Evening,17:00:00,18:00:00,True
1007,Daniel Lee,2025-03-06,Evening,17:00:00,19:00:00,True
1007,Daniel Lee,2025-01-18,Morning,07:00:00,08:00:00,True
1007,Daniel Lee,2025-03-15,Evening,17:00:00,18:00:00,True
1007,Daniel Lee,2025-05-15,Evening,17:00:00,18:00:00,True
1007,Daniel Lee,2025-05-09,Morning,07:00:00,08:00:00,True
1007,Daniel Lee,2025-01-13,Morning,07:00:00,08:00:00,True
1007,Daniel Lee,2025-05-21,Morning,07:00:00,09:00:00,True
1007,Daniel Lee,2025-04-06,Evening,17:00:00,19:00:00,True
1007,Daniel Lee,2025-01-27,Morning,07:00:00,09:00:00,True
1007,Daniel Lee,2025-01-07,Morning,07:00:00,09:00:00,True
1007,Daniel Lee,2025-04-17,Evening,17:00:00,18:00:00,True
1007,Daniel Lee,2025-03-11,Morning,07:00:00,08:00:00,True
1007,Daniel Lee,2025-05-20,Evening,17:00:00,19:00:00,True
1007,Daniel Lee,2025-05-13,Evening,17:00:00,19:00:00,True
1007,Daniel Lee,2025-05-25,Morning,07:00:00,09:00:00,True
1008,Raymond Stein,2025-04-26,Evening,17:00:00,19:00:00,True
1008,Raymond Stein,2025-05-27,Evening,17:00:00,19:00:00,True
1008,Raymond Stein,2025-01-13,Morning,07:00:00,08:00:00,True
1008,Raymond Stein,2025-05-17,Evening,17:00:00,19:00:00,True
1008,Raymond Stein,2025-02-27,Morning,07:00:00,09:00:00,True
1008,Raymond Stein,2025-06-19,Evening,17:00:00,18:00:00,True
1008,Raymond Stein,2025-02-19,Evening,17:00:00,19:00:00,True
1008,Raymond Stein,2025-04-29,Evening,17:00:00,19:00:00,True
1008,Raymond Stein,2025-03-30,Evening,17:00:00,19:00:00,True
1008,Raymond Stein,2025-01-06,Morning,07:00:00,09:00:00,True
1008,Raymond Stein,2025-03-08,Evening,17:00:00,19:00:00,True
1008,Raymond Stein,2025-01-22,Morning,07:00:00,09:00:00,True
1008,Raymond Stein,2025-04-10,Morning,07:00:00,09:00:00,True
1008,Raymond Stein,2025-03-12,Morning,07:00:00,09:00:00,True
1008,Raymond Stein,2025-03-22,Evening,17:00:00,19:00:00,True
1008,Raymond Stein,2025-06-15,Evening,17:00:00,18:00:00,True
1008,Raymond Stein,2025-03-20,Morning,07:00:00,09:00:00,True
1008,Raymond Stein,2025-03-24,Evening,17:00:00,18:00:00,True
1008,Raymond Stein,2025-06-24,Morning,07:00:00,08:00:00,True
1008,Raymond Stein,2025-01-20,Morning,07:00:00,08:00:00,True
1008,Raymond Stein,2025-03-01,Morning,07:00:00,08:00:00,True
1008,Raymond Stein,2025-02-17,Morning,07:00:00,08:00:00,True
1008,Raymond Stein,2025-05-14,Evening,17:00:00,19:00:00,True
1008,Raymond Stein,2025-06-07,Evening,17:00:00,18:00:00,True
1008,Raymond Stein,2025-01-04,Morning,07:00:00,08:00:00,True
1008,Raymond Stein,2025-02-26,Morning,07:00:00,09:00:00,True
1008,Raymond Stein,2025-01-05,Evening,17:00:00,19:00:00,True
1008,Raymond Stein,2025-02-13,Morning,07:00:00,09:00:00,True
1008,Raymond Stein,2025-02-11,Evening,17:00:00,19:00:00,True
1008,Raymond Stein,2025-04-30,Morning,07:00:00,08:00:00,True
1008,Raymond Stein,2025-01-07,Morning,07:00:00,08:00:00,True
1008,Raymond Stein,2025-06-03,Morning,07:00:00,09:00:00,True
1008,Raymond Stein,2025-04-12,Morning,07:00:00,08:00:00,True
1008,Raymond Stein,2025-04-14,Evening,17:00:00,19:00:00,True
1008,Raymond Stein,2025-05-20,Morning,07:00:00,09:00:00,True
1008,Raymond Stein,2025-03-05,Morning,07:00:00,08:00:00,True
1008,Raymond Stein,2025-06-06,Evening,17:00:00,18:00:00,True
1008,Raymond Stein,2025-02-21,Evening,17:00:00,19:00:00,True
1008,Raymond Stein,2025-04-05,Evening,17:00:00,19:00:00,True
1008,Raymond Stein,2025-05-10,Morning,07:00:00,09:00:00,True
1009,Charles Stanton,2025-04-27,Morning,07:00:00,08:00:00,True
1009,Charles Stanton,2025-06-22,Evening,17:00:00,18:00:00,True
1009,Charles Stanton,2025-04-05,Evening,17:00:00,19:00:00,True
1009,Charles Stanton,2025-03-02,Morning,07:00:00,08:00:00,True
1009,Charles Stanton,2025-03-31,Evening,17:00:00,19:00:00,True
1009,Charles Stanton,2025-02-12,Morning,07:00:00,08:00:00,True
1009,Charles Stanton,2025-02-08,Evening,17:00:00,19:00:00,True
1009,Charles Stanton,2025-06-13,Evening,17:00:00,18:00:00,True
1009,Charles Stanton,2025-05-20,Evening,17:00:00,18:00:00,True
1009,Charles Stanton,2025-02-27,Morning,07:00:00,08:00:00,True
1009,Charles Stanton,2025-04-29,Evening,17:00:00,19:00:00,True
1009,Charles Stanton,2025-06-08,Morning,07:00:00,08:00:00,True
1009,Charles Stanton,2025-02-09,Evening,17:00:00,19:00:00,True
1009,Charles Stanton,2025-03-24,Morning,07:00:00,09:00:00,True
1009,Charles Stanton,2025-03-15,Evening,17:00:00,19:00:00,True
1009,Charles Stanton,2025-03-21,Evening,17:00:00,18:00:00,True
1009,Charles Stanton,2025-03-07,Evening,17:00:00,19:00:00,True
1009,Charles Stanton,2025-04-16,Morning,07:00:00,08:00:00,True
1009,Charles Stanton,2025-03-20,Morning,07:00:00,09:00:00,True
1009,Charles Stanton,2025-01-02,Evening,17:00:00,18:00:00,True
1009,Charles Stanton,2025-03-19,Evening,17:00:00,19:00:00,True
1009,Charles Stanton,2025-05-13,Morning,07:00:00,09:00:00,True
1009,Charles Stanton,2025-04-15,Evening,17:00:00,18:00:00,True
1009,Charles Stanton,2025-01-25,Morning,07:00:00,08:00:00,True
1009,Charles Stanton,2025-01-10,Evening,17:00:00,18:00:00,True
1009,Charles Stanton,2025-06-09,Evening,17:00:00,19:00:00,True
1009,Charles Stanton,2025-06-17,Evening,17:00:00,19:00:00,True
1009,Charles Stanton,2025-04-03,Morning,07:00:00,08:00:00,True
1009,Charles Stanton,2025-02-03,Morning,07:00:00,09:00:00,True
1009,Charles Stanton,2025-05-29,Evening,17:00:00,18:00:00,True
1010,Samuel Brown,2025-06-22,Morning,07:00:00,08:00:00,True
1010,Samuel Brown,2025-05-12,Morning,07:00:00,08:00:00,True
1010,Samuel Brown,2025-02-09,Morning,07:00:00,09:00:00,True
1010,Samuel Brown,2025-05-26,Evening,17:00:00,18:00:00,True
1010,Samuel Brown,2025-02-25,Morning,07:00:00,09:00:00,True
1010,Samuel Brown,2025-03-26,Morning,07:00:00,09:00:00,True
1010,Samuel Brown,2025-02-12,Morning,07:00:00,09:00:00,True
1010,Samuel Brown,2025-05-29,Morning,07:00:00,09:00:00,True
1010,Samuel Brown,2025-04-24,Evening,17:00:00,18:00:00,True
1010,Samuel Brown,2025-05-18,Evening,17:00:00,19:00:00,True
1010,Samuel Brown,2025-02-15,Morning,07:00:00,09:00:00,True
1010,Samuel Brown,2025-03-25,Evening,17:00:00,18:00:00,True
1010,Samuel Brown,2025-04-27,Morning,07:00:00,08:00:00,True
1010,Samuel Brown,2025-04-18,Morning,07:00:00,09:00:00,True
1010,Samuel Brown,2025-01-02,Evening,17:00:00,18:00:00,True
1010,Samuel Brown,2025-04-19,Morning,07:00:00,08:00:00,True
1010,Samuel Brown,2025-06-04,Evening,17:00:00,18:00:00,True
1010,Samuel Brown,2025-06-08,Evening,17:00:00,19:00:00,True
1010,Samuel Brown,2025-04-02,Morning,07:00:00,08:00:00,True
1010,Samuel Brown,2025-01-07,Evening,17:00:00,19:00:00,True
1010,Samuel Brown,2025-05-31,Evening,17:00:00,19:00:00,True
1010,Samuel Brown,2025-05-01,Evening,17:00:00,19:00:00,True
1010,Samuel Brown,2025-06-20,Morning,07:00:00,08:00:00,True
1010,Samuel Brown,2025-03-11,Evening,17:00:00,18:00:00,True
1010,Samuel Brown,2025-01-05,Morning,07:00:00,09:00:00,True
1010,Samuel Brown,2025-04-22,Morning,07:00:00,08:00:00,True
1010,Samuel Brown,2025-04-23,Morning,07:00:00,08:00:00,True
1010,Samuel Brown,2025-02-27,Evening,17:00:00,19:00:00,True
1010,Samuel Brown,2025-04-20,Evening,17:00:00,19:00:00,True
1010,Samuel Brown,2025-04-01,Morning,07:00:00,08:00:00,True
1010,Samuel Brown,2025-03-09,Evening,17:00:00,19:00:00,True
1010,Samuel Brown,2025-04-11,Morning,07:00:00,09:00:00,True
1010,Samuel Brown,2025-06-05,Morning,07:00:00,08:00:00,True
1010,Samuel Brown,2025-04-26,Morning,07:00:00,09:00:00,True
1010,Samuel Brown,2025-04-15,Morning,07:00:00,08:00:00,True
1010,Samuel Brown,2025-03-12,Morning,07:00:00,08:00:00,True
1010,Samuel Brown,2025-06-19,Morning,07:00:00,08:00:00,True
1010,Samuel Brown,2025-02-16,Evening,17:00:00,18:00:00,True
1010,Samuel Brown,2025-06-21,Morning,07:00:00,08:00:00,True
1010,Samuel Brown,2025-04-07,Evening,17:00:00,19:00:00,True
1011,Zachary Becker,2025-03-01,Morning,07:00:00,08:00:00,True
1011,Zachary Becker,2025-04-30,Morning,07:00:00,09:00:00,True
1011,Zachary Becker,2025-03-04,Morning,07:00:00,09:00:00,True
1011,Zachary Becker,2025-03-19,Evening,17:00:00,18:00:00,True
1011,Zachary Becker,2025-05-05,Evening,17:00:00,18:00:00,True
1011,Zachary Becker,2025-03-27,Morning,07:00:00,09:00:00,True
1011,Zachary Becker,2025-05-09,Evening,17:00:00,19:00:00,True
1011,Zachary Becker,2025-06-02,Morning,07:00:00,08:00:00,True
1011,Zachary Becker,2025-03-29,Evening,17:00:00,19:00:00,True
1011,Zachary Becker,2025-05-26,Morning,07:00:00,09:00:00,True
1011,Zachary Becker,2025-04-18,Evening,17:00:00,19:00:00,True
1011,Zachary Becker,2025-05-22,Evening,17:00:00,19:00:00,True
1011,Zachary Becker,2025-03-23,Morning,07:00:00,09:00:00,True
1011,Zachary Becker,2025-02-04,Evening,17:00:00,18:00:00,True
1011,Zachary Becker,2025-02-21,Evening,17:00:00,18:00:00,True
1011,Zachary Becker,2025-03-02,Morning,07:00:00,09:00:00,True
1011,Zachary Becker,2025-02-08,Morning,07:00:00,09:00:00,True
1011,Zachary Becker,2025-01-23,Morning,07:00:00,09:00:00,True
1011,Zachary Becker,2025-04-07,Evening,17:00:00,18:00:00,True
1011,Zachary Becker,2025-04-11,Evening,17:00:00,18:00:00,True
1012,Jason Coffey,2025-05-29,Morning,07:00:00,09:00:00,True
1012,Jason Coffey,2025-01-16,Morning,07:00:00,09:00:00,True
1012,Jason Coffey,2025-05-12,Evening,17:00:00,18:00:00,True
1012,Jason Coffey,2025-03-24,Morning,07:00:00,08:00:00,True
1012,Jason Coffey,2025-06-10,Evening,17:00:00,19:00:00,True
1012,Jason Coffey,2025-04-05,Morning,07:00:00,08:00:00,True
1012,Jason Coffey,2025-06-11,Morning,07:00:00,08:00:00,True
1012,Jason Coffey,2025-05-31,Evening,17:00:00,18:00:00,True
1012,Jason Coffey,2025-01-14,Evening,17:00:00,19:00:00,True
1012,Jason Coffey,2025-01-02,Morning,07:00:00,08:00:00,True
1012,Jason Coffey,2025-01-30,Morning,07:00:00,08:00:00,True
1012,Jason Coffey,2025-02-18,Evening,17:00:00,18:00:00,True
1012,Jason Coffey,2025-01-13,Morning,07:00:00,09:00:00,True
1012,Jason Coffey,2025-05-06,Morning,07:00:00,09:00:00,True
1012,Jason Coffey,2025-05-10,Evening,17:00:00,19:00:00,True
1012,Jason Coffey,2025-02-07,Evening,17:00:00,19:00:00,True
1012,Jason Coffey,2025-03-05,Evening,17:00:00,19:00:00,True
1012,Jason Coffey,2025-03-13,Evening,17:00:00,19:00:00,True
1012,Jason Coffey,2025-01-12,Evening,17:00:00,18:00:00,True
1012,Jason Coffey,2025-02-26,Evening,17:00:00,19:00:00,True
1012,Jason Coffey,2025-02-23,Morning,07:00:00,09:00:00,True
1012,Jason Coffey,2025-03-03,Evening,17:00:00,19:00:00,True
1012,Jason Coffey,2025-03-20,Morning,07:00:00,08:00:00,True
1012,Jason Coffey,2025-06-04,Morning,07:00:00,08:00:00,True
1012,Jason Coffey,2025-04-15,Evening,17:00:00,19:00:00,True
1012,Jason Coffey,2025-02-02,Evening,17:00:00,18:00:00,True
1012,Jason Coffey,2025-06-13,Morning,07:00:00,09:00:00,True
1012,Jason Coffey,2025-01-07,Morning,07:00:00,09:00:00,True
1012,Jason Coffey,2025-06-14,Morning,07:00:00,09:00:00,True
1012,Jason Coffey,2025-06-22,Evening,17:00:00,19:00:00,True
1013,Joanne Miller,2025-04-08,Evening,17:00:00,19:00:00,True
1013,Joanne Miller,2025-03-27,Morning,07:00:00,09:00:00,True
1013,Joanne Miller,2025-03-18,Morning,07:00:00,08:00:00,True
1013,Joanne Miller,2025-06-04,Evening,17:00:00,18:00:00,True
1013,Joanne Miller,2025-02-14,Morning,07:00:00,08:00:00,True
1013,Joanne Miller,2025-05-28,Morning,07:00:00,08:00:00,True
1013,Joanne Miller,2025-04-18,Morning,07:00:00,09:00:00,True
